path,name,cisagov
/US FEDERAL GOVERNMENT/[cisagov] Federal Reserve Board of Governors/[cisagov] Department of Commerce/[cisagov] National Telecommunications and Information Administration,[cisagov] National Telecommunications and Information Administration,"{'name': 'National Telecommunications and Information Administration', 'records': [{'domain_name': 'FIRSTNET.GOV', 'domain_type': 'Federal - Executive', 'agency': 'Department of Commerce', 'organization': 'National Telecommunications and Information Administration', 'city': 'Washington', 'state': 'DC', 'security_contact_email': 'FirstnetEmailSec@firstnet.gov'}, {'domain_name': 'INTERNET4ALL.GOV', 'domain_type': 'Federal - Executive', 'agency': 'Department of Commerce', 'organization': 'National Telecommunications and Information Administration', 'city': 'Washington', 'state': 'DC', 'security_contact_email': 'NTIA-SecOps@ntia.gov'}, {'domain_name': 'INTERNETFORALL.GOV', 'domain_type': 'Federal - Executive', 'agency': 'Department of Commerce', 'organization': 'National Telecommunications and Information Administration', 'city': 'Washington', 'state': 'DC', 'security_contact_email': 'NTIA-SecOps@ntia.gov'}, {'domain_name': 'NTIA.GOV', 'domain_type': 'Federal - Executive', 'agency': 'Department of Commerce', 'organization': 'National Telecommunications and Information Administration', 'city': 'Washington', 'state': 'DC', 'security_contact_email': 'NTIA-SecOPs@ntia.gov'}, {'domain_name': 'SPECTRUM.GOV', 'domain_type': 'Federal - Executive', 'agency': 'Department of Commerce', 'organization': 'National Telecommunications and Information Administration', 'city': 'Washington', 'state': 'DC', 'security_contact_email': 'NTIA-SecOPs@ntia.gov'}]}"
/US FEDERAL GOVERNMENT/[cisagov] Federal Reserve Board of Governors/[cisagov] Department of Commerce/[cisagov] NOAA Fisheries,[cisagov] NOAA Fisheries,"{'name': 'NOAA Fisheries', 'records': [{'domain_name': 'FISHWATCH.GOV', 'domain_type': 'Federal - Executive', 'agency': 'Department of Commerce', 'organization': 'NOAA Fisheries', 'city': 'Silver Spring', 'state': 'MD', 'security_contact_email': 'security@noaa.gov'}]}"
/US FEDERAL GOVERNMENT/[cisagov] Federal Reserve Board of Governors/[cisagov] Department of Commerce/[cisagov] NASA GSFC,[cisagov] NASA GSFC,"{'name': 'NASA GSFC', 'records': [{'domain_name': 'GOES-R.GOV', 'domain_type': 'Federal - Executive', 'agency': 'Department of Commerce', 'organization': 'NASA GSFC', 'city': 'Greenbelt', 'state': 'MD', 'security_contact_email': 'security@noaa.gov'}]}"
/US FEDERAL GOVERNMENT/[cisagov] Federal Reserve Board of Governors/[cisagov] Department of Commerce/[cisagov] National Executive Committee for Space-Based PNT,[cisagov] National Executive Committee for Space-Based PNT,"{'name': 'National Executive Committee for Space-Based PNT', 'records': [{'domain_name': 'GPS.GOV', 'domain_type': 'Federal - Executive', 'agency': 'Department of Commerce', 'organization': 'National Executive Committee for Space-Based PNT', 'city': 'Washington', 'state': 'DC', 'security_contact_email': 'security@noaa.gov'}]}"
/US FEDERAL GOVERNMENT/[cisagov] Federal Reserve Board of Governors/[cisagov] Department of Commerce/[cisagov] NOAA Climate Program Office,[cisagov] NOAA Climate Program Office,"{'name': 'NOAA Climate Program Office', 'records': [{'domain_name': 'HEAT.GOV', 'domain_type': 'Federal - Executive', 'agency': 'Department of Commerce', 'organization': 'NOAA Climate Program Office', 'city': 'Silver Spring', 'state': 'MD', 'security_contact_email': 'security@noaa.gov'}]}"
/US FEDERAL GOVERNMENT/[cisagov] Federal Reserve Board of Governors/[cisagov] Department of Commerce/[cisagov] NOAA/National Hurricane Center,[cisagov] NOAA/National Hurricane Center,"{'name': 'NOAA/National Hurricane Center', 'records': [{'domain_name': 'HURRICANES.GOV', 'domain_type': 'Federal - Executive', 'agency': 'Department of Commerce', 'organization': 'NOAA/National Hurricane Center', 'city': 'Miami', 'state': 'FL', 'security_contact_email': 'security@noaa.gov'}]}"
/US FEDERAL GOVERNMENT/[cisagov] Federal Reserve Board of Governors/[cisagov] Department of Commerce/[cisagov] National Oceanic and Atmospheric Administration Office of the Federal Coordinator for Meteorology,[cisagov] National Oceanic and Atmospheric Administration Office of the Federal Coordinator for Meteorology,"{'name': 'National Oceanic and Atmospheric Administration Office of the Federal Coordinator for Meteorology', 'records': [{'domain_name': 'ICAMS-PORTAL.GOV', 'domain_type': 'Federal - Executive', 'agency': 'Department of Commerce', 'organization': 'National Oceanic and Atmospheric Administration Office of the Federal Coordinator for Meteorology', 'city': 'Silver Spring', 'state': 'MD', 'security_contact_email': 'security@noaa.gov'}]}"
/US FEDERAL GOVERNMENT/[cisagov] Federal Reserve Board of Governors/[cisagov] Department of Commerce/[cisagov] US Census Bureau,[cisagov] US Census Bureau,"{'name': 'US Census Bureau', 'records': [{'domain_name': 'LUCA-APPEALS.GOV', 'domain_type': 'Federal - Executive', 'agency': 'Department of Commerce', 'organization': 'US Census Bureau', 'city': 'Washington', 'state': 'DC', 'security_contact_email': 'boc.cirt@census.gov'}, {'domain_name': 'MY2020CENSUS.GOV', 'domain_type': 'Federal - Executive', 'agency': 'Department of Commerce', 'organization': 'US Census Bureau', 'city': 'Washington', 'state': 'DC', 'security_contact_email': 'boc.cirt@census.gov'}]}"
/US FEDERAL GOVERNMENT/[cisagov] Federal Reserve Board of Governors/[cisagov] Department of Commerce/[cisagov] NOAA Coastal Services Center,[cisagov] NOAA Coastal Services Center,"{'name': 'NOAA Coastal Services Center', 'records': [{'domain_name': 'MARINECADASTRE.GOV', 'domain_type': 'Federal - Executive', 'agency': 'Department of Commerce', 'organization': 'NOAA Coastal Services Center', 'city': 'Charleston', 'state': 'SC', 'security_contact_email': 'security@noaa.gov'}]}"
/US FEDERAL GOVERNMENT/[cisagov] Federal Reserve Board of Governors/[cisagov] Department of Commerce/[cisagov] MBDA (Minority Business Development Agency),[cisagov] MBDA (Minority Business Development Agency),"{'name': 'MBDA (Minority Business Development Agency)', 'records': [{'domain_name': 'MBDA.GOV', 'domain_type': 'Federal - Executive', 'agency': 'Department of Commerce', 'organization': 'MBDA (Minority Business Development Agency)', 'city': 'Washington', 'state': 'DC', 'security_contact_email': 'esoc@doc.gov'}]}"
/US FEDERAL GOVERNMENT/[cisagov] Federal Reserve Board of Governors/[cisagov] Department of Commerce/[cisagov] National Oceanic and Atmospheric Administration,[cisagov] National Oceanic and Atmospheric Administration,"{'name': 'National Oceanic and Atmospheric Administration', 'records': [{'domain_name': 'NOAA.GOV', 'domain_type': 'Federal - Executive', 'agency': 'Department of Commerce', 'organization': 'National Oceanic and Atmospheric Administration', 'city': 'Silver Spring', 'state': 'MD', 'security_contact_email': 'security@noaa.gov'}, {'domain_name': 'PAPAHANAUMOKUAKEA.GOV', 'domain_type': 'Federal - Executive', 'agency': 'Department of Commerce', 'organization': 'National Oceanic and Atmospheric Administration', 'city': 'Silver Spring', 'state': 'MD', 'security_contact_email': 'james.cooperman@noaa.gov'}, {'domain_name': 'WEATHER.GOV', 'domain_type': 'Federal - Executive', 'agency': 'Department of Commerce', 'organization': 'National Oceanic and Atmospheric Administration', 'city': 'Silver Spring', 'state': 'MD', 'security_contact_email': 'security@noaa.gov'}]}"
/US FEDERAL GOVERNMENT/[cisagov] Federal Reserve Board of Governors/[cisagov] Department of Commerce/[cisagov] National Technical Information Service,[cisagov] National Technical Information Service,"{'name': 'National Technical Information Service', 'records': [{'domain_name': 'NTIS.GOV', 'domain_type': 'Federal - Executive', 'agency': 'Department of Commerce', 'organization': 'National Technical Information Service', 'city': 'Alexandria', 'state': 'VA', 'security_contact_email': 'security@ntis.gov'}]}"
/US FEDERAL GOVERNMENT/[cisagov] Federal Reserve Board of Governors/[cisagov] Department of Commerce/[cisagov] Office of the Federal Coordinator for Meteorolgy,[cisagov] Office of the Federal Coordinator for Meteorolgy,"{'name': 'Office of the Federal Coordinator for Meteorolgy', 'records': [{'domain_name': 'OFCM.GOV', 'domain_type': 'Federal - Executive', 'agency': 'Department of Commerce', 'organization': 'Office of the Federal Coordinator for Meteorolgy', 'city': 'Silver Spring', 'state': 'MD', 'security_contact_email': 'security@noaa.gov'}]}"
/US FEDERAL GOVERNMENT/[cisagov] Federal Reserve Board of Governors/[cisagov] Department of Commerce/[cisagov] National Science and Technology Council,[cisagov] National Science and Technology Council,"{'name': 'National Science and Technology Council', 'records': [{'domain_name': 'SDR.GOV', 'domain_type': 'Federal - Executive', 'agency': 'Department of Commerce', 'organization': 'National Science and Technology Council', 'city': 'Washington', 'state': 'DC', 'security_contact_email': 'security@noaa.gov'}]}"
/US FEDERAL GOVERNMENT/[cisagov] Federal Reserve Board of Governors/[cisagov] Department of Commerce/[cisagov] Space Environment Center W/NP9,[cisagov] Space Environment Center W/NP9,"{'name': 'Space Environment Center W/NP9', 'records': [{'domain_name': 'SPACEWEATHER.GOV', 'domain_type': 'Federal - Executive', 'agency': 'Department of Commerce', 'organization': 'Space Environment Center W/NP9', 'city': 'Boulder', 'state': 'CO', 'security_contact_email': 'security@noaa.gov'}]}"
/US FEDERAL GOVERNMENT/[cisagov] Federal Reserve Board of Governors/[cisagov] Department of Commerce/[cisagov] NOAA/Space Weather Prediction Center,[cisagov] NOAA/Space Weather Prediction Center,"{'name': 'NOAA/Space Weather Prediction Center', 'records': [{'domain_name': 'SWORM.GOV', 'domain_type': 'Federal - Executive', 'agency': 'Department of Commerce', 'organization': 'NOAA/Space Weather Prediction Center', 'city': 'Boulder', 'state': 'CO', 'security_contact_email': 'security@noaa.gov'}]}"
/US FEDERAL GOVERNMENT/[cisagov] Federal Reserve Board of Governors/[cisagov] Department of Commerce/[cisagov] West Coast & Alaska Tsunami Warning Center,[cisagov] West Coast & Alaska Tsunami Warning Center,"{'name': 'West Coast & Alaska Tsunami Warning Center', 'records': [{'domain_name': 'TSUNAMI.GOV', 'domain_type': 'Federal - Executive', 'agency': 'Department of Commerce', 'organization': 'West Coast & Alaska Tsunami Warning Center', 'city': 'Palmer', 'state': 'AK', 'security_contact_email': 'security@noaa.gov'}]}"
/US FEDERAL GOVERNMENT/[cisagov] Federal Reserve Board of Governors/[cisagov] Department of Commerce/[cisagov] U. S. National Ice Center,[cisagov] U. S. National Ice Center,"{'name': 'U. S. National Ice Center', 'records': [{'domain_name': 'USICECENTER.GOV', 'domain_type': 'Federal - Executive', 'agency': 'Department of Commerce', 'organization': 'U. S. National Ice Center', 'city': 'Suitland', 'state': 'MD', 'security_contact_email': 'security@noaa.gov'}]}"
/US FEDERAL GOVERNMENT/[cisagov] Federal Reserve Board of Governors/[cisagov] Department of Commerce/[cisagov] USPTO,[cisagov] USPTO,"{'name': 'USPTO', 'records': [{'domain_name': 'USPTO.GOV', 'domain_type': 'Federal - Executive', 'agency': 'Department of Commerce', 'organization': 'USPTO', 'city': 'Washington', 'state': 'DC', 'security_contact_email': 'C32@uspto.gov'}]}"
/US FEDERAL GOVERNMENT/[cisagov] Federal Reserve Board of Governors/[cisagov] Department of Commerce/[cisagov] Bureau of the Census,[cisagov] Bureau of the Census,"{'name': 'Bureau of the Census', 'records': [{'domain_name': 'XD.GOV', 'domain_type': 'Federal - Executive', 'agency': 'Department of Commerce', 'organization': 'Bureau of the Census', 'city': 'Suitland', 'state': 'MD', 'security_contact_email': 'boc.cirt@census.gov'}]}"
/US FEDERAL GOVERNMENT/[cisagov] General Services Administration,[cisagov] General Services Administration,"{'name': 'General Services Administration', 'records': [{'domain_name': 'CDO.GOV', 'domain_type': 'Federal - Executive', 'agency': 'General Services Administration', 'organization': 'General Services Administration', 'city': 'Washington', 'state': 'DC', 'security_contact_email': 'gsa-vulnerability-reports@gsa.gov'}, {'domain_name': 'FLEET.GOV', 'domain_type': 'Federal - Executive', 'agency': 'General Services Administration', 'organization': 'General Services Administration', 'city': 'Washington DC', 'state': 'DC', 'security_contact_email': 'esther.ankomah@gsa.gov'}, {'domain_name': 'GSAFLEET.GOV', 'domain_type': 'Federal - Executive', 'agency': 'General Services Administration', 'organization': 'General Services Administration', 'city': 'Washington DC', 'state': 'DC', 'security_contact_email': 'esther.ankomah@gsa.gov'}, {'domain_name': 'PCSCOTUS.GOV', 'domain_type': 'Federal - Executive', 'agency': 'General Services Administration', 'organization': 'General Services Administration', 'city': 'Washington', 'state': 'DC', 'security_contact_email': 'gsa-vulnerability-reports@gsa.gov'}, {'domain_name': 'PBRB.GOV', 'domain_type': 'Federal - Executive', 'agency': 'Public Buildings Reform Board', 'organization': 'General Services Administration', 'city': 'Washington', 'state': 'DC', 'security_contact_email': 'gsa-ir@gsa.gov'}]}"
"/US FEDERAL GOVERNMENT/[cisagov] General Services Administration/[cisagov] GSA, TTS","[cisagov] GSA, TTS","{'name': 'GSA, TTS', 'records': [{'domain_name': '18F.GOV', 'domain_type': 'Federal - Executive', 'agency': 'General Services Administration', 'organization': 'GSA, TTS', 'city': 'Washington', 'state': 'DC', 'security_contact_email': 'gsa-vulnerability-reports@gsa.gov'}, {'domain_name': 'BUSINESSUSA.GOV', 'domain_type': 'Federal - Executive', 'agency': 'General Services Administration', 'organization': 'GSA, TTS', 'city': 'Washington', 'state': 'DC', 'security_contact_email': 'gsa-vulnerability-reports@gsa.gov'}, {'domain_name': 'CHALLENGE.GOV', 'domain_type': 'Federal - Executive', 'agency': 'General Services Administration', 'organization': 'GSA, TTS', 'city': 'Washington', 'state': 'DC', 'security_contact_email': 'gsa-vulnerability-reports@gsa.gov'}, {'domain_name': 'CITIZENSCIENCE.GOV', 'domain_type': 'Federal - Executive', 'agency': 'General Services Administration', 'organization': 'GSA, TTS', 'city': 'Washington', 'state': 'DC', 'security_contact_email': 'gsa-vulnerability-reports@gsa.gov'}, {'domain_name': 'CLOUD.GOV', 'domain_type': 'Federal - Executive', 'agency': 'General Services Administration', 'organization': 'GSA, TTS', 'city': 'Washington', 'state': 'DC', 'security_contact_email': 'gsa-vulnerability-reports@gsa.gov'}, {'domain_name': 'CONSUMERACTION.GOV', 'domain_type': 'Federal - Executive', 'agency': 'General Services Administration', 'organization': 'GSA, TTS', 'city': 'Washington', 'state': 'DC', 'security_contact_email': 'gsa-vulnerability-reports@gsa.gov'}, {'domain_name': 'DATA.GOV', 'domain_type': 'Federal - Executive', 'agency': 'General Services Administration', 'organization': 'GSA, TTS', 'city': 'Washington', 'state': 'DC', 'security_contact_email': 'gsa-vulnerability-reports@gsa.gov'}, {'domain_name': 'DIGITAL.GOV', 'domain_type': 'Federal - Executive', 'agency': 'General Services Administration', 'organization': 'GSA, TTS', 'city': 'Washington', 'state': 'DC', 'security_contact_email': 'gsa-vulnerability-reports@gsa.gov'}, {'domain_name': 'DIGITALGOV.GOV', 'domain_type': 'Federal - Executive', 'agency': 'General Services Administration', 'organization': 'GSA, TTS', 'city': 'Washington', 'state': 'DC', 'security_contact_email': 'gsa-vulnerability-reports@gsa.gov'}, {'domain_name': 'FEDINFO.GOV', 'domain_type': 'Federal - Executive', 'agency': 'General Services Administration', 'organization': 'GSA, TTS', 'city': 'Washington', 'state': 'DC', 'security_contact_email': 'gsa-vulnerability-reports@gsa.gov'}, {'domain_name': 'FEDRAMP.GOV', 'domain_type': 'Federal - Executive', 'agency': 'General Services Administration', 'organization': 'GSA, TTS', 'city': 'Washington', 'state': 'DC', 'security_contact_email': 'gsa-vulnerability-reports@gsa.gov'}, {'domain_name': 'FIRSTGOV.GOV', 'domain_type': 'Federal - Executive', 'agency': 'General Services Administration', 'organization': 'GSA, TTS', 'city': 'Washington', 'state': 'DC', 'security_contact_email': 'gsa-vulnerability-reports@gsa.gov'}, {'domain_name': 'FORMS.GOV', 'domain_type': 'Federal - Executive', 'agency': 'General Services Administration', 'organization': 'GSA, TTS', 'city': 'Washington', 'state': 'DC', 'security_contact_email': 'gsa-vulnerability-reports@gsa.gov'}, {'domain_name': 'GOBIERNOUSA.GOV', 'domain_type': 'Federal - Executive', 'agency': 'General Services Administration', 'organization': 'GSA, TTS', 'city': 'Washington', 'state': 'DC', 'security_contact_email': 'gsa-vulnerability-reports@gsa.gov'}, {'domain_name': 'IDENTITYSANDBOX.GOV', 'domain_type': 'Federal - Executive', 'agency': 'General Services Administration', 'organization': 'GSA, TTS', 'city': 'Washington', 'state': 'DC', 'security_contact_email': 'gsa-vulnerability-reports@gsa.gov'}, {'domain_name': 'INFO.GOV', 'domain_type': 'Federal - Executive', 'agency': 'General Services Administration', 'organization': 'GSA, TTS', 'city': 'Washington', 'state': 'DC', 'security_contact_email': 'gsa-vulnerability-reports@gsa.gov'}, {'domain_name': 'INNOVATION.GOV', 'domain_type': 'Federal - Executive', 'agency': 'General Services Administration', 'organization': 'GSA, TTS', 'city': 'Washington', 'state': 'DC', 'security_contact_email': 'gsa-vulnerability-reports@gsa.gov'}, {'domain_name': 'KIDS.GOV', 'domain_type': 'Federal - Executive', 'agency': 'General Services Administration', 'organization': 'GSA, TTS', 'city': 'Washington', 'state': 'DC', 'security_contact_email': 'gsa-vulnerability-reports@gsa.gov'}, {'domain_name': 'LOGIN.GOV', 'domain_type': 'Federal - Executive', 'agency': 'General Services Administration', 'organization': 'GSA, TTS', 'city': 'Washington', 'state': 'DC', 'security_contact_email': 'gsa-vulnerability-reports@gsa.gov'}, {'domain_name': 'PLAINLANGUAGE.GOV', 'domain_type': 'Federal - Executive', 'agency': 'General Services Administration', 'organization': 'GSA, TTS', 'city': 'Washington', 'state': 'DC', 'security_contact_email': 'gsa-vulnerability-reports@gsa.gov'}, {'domain_name': 'US.GOV', 'domain_type': 'Federal - Executive', 'agency': 'General Services Administration', 'organization': 'GSA, TTS', 'city': 'Washington', 'state': 'DC', 'security_contact_email': 'gsa-vulnerability-reports@gsa.gov'}, {'domain_name': 'USA.GOV', 'domain_type': 'Federal - Executive', 'agency': 'General Services Administration', 'organization': 'GSA, TTS', 'city': 'Washington', 'state': 'DC', 'security_contact_email': 'gsa-vulnerability-reports@gsa.gov'}, {'domain_name': 'USAGOV.GOV', 'domain_type': 'Federal - Executive', 'agency': 'General Services Administration', 'organization': 'GSA, TTS', 'city': 'Washington', 'state': 'DC', 'security_contact_email': 'gsa-vulnerability-reports@gsa.gov'}, {'domain_name': 'VOTE.GOV', 'domain_type': 'Federal - Executive', 'agency': 'General Services Administration', 'organization': 'GSA, TTS', 'city': 'Washington', 'state': 'DC', 'security_contact_email': 'gsa-vulnerability-reports@gsa.gov'}]}"
/US FEDERAL GOVERNMENT/[cisagov] General Services Administration/[cisagov] 400 Years of African American History Commission,[cisagov] 400 Years of African American History Commission,"{'name': '400 Years of African American History Commission', 'records': [{'domain_name': '400YAAHC.GOV', 'domain_type': 'Federal - Executive', 'agency': 'General Services Administration', 'organization': '400 Years of African American History Commission', 'city': 'Washington', 'state': 'DC', 'security_contact_email': 'gsa-vulnerability-reports@gsa.gov'}]}"
"/US FEDERAL GOVERNMENT/[cisagov] General Services Administration/[cisagov] GSA, IC, OGP Web Portfolio","[cisagov] GSA, IC, OGP Web Portfolio","{'name': 'GSA, IC, OGP Web Portfolio', 'records': [{'domain_name': 'ACCESSIBILITY.GOV', 'domain_type': 'Federal - Executive', 'agency': 'General Services Administration', 'organization': 'GSA, IC, OGP Web Portfolio', 'city': 'Washington', 'state': 'DC', 'security_contact_email': 'gsa-vulnerability-reports@gsa.gov'}, {'domain_name': 'CFO.GOV', 'domain_type': 'Federal - Executive', 'agency': 'General Services Administration', 'organization': 'GSA, IC, OGP Web Portfolio', 'city': 'Washington', 'state': 'DC', 'security_contact_email': 'gsa-vulnerability-reports@gsa.gov'}, {'domain_name': 'DIGITALDASHBOARD.GOV', 'domain_type': 'Federal - Executive', 'agency': 'General Services Administration', 'organization': 'GSA, IC, OGP Web Portfolio', 'city': 'Washington', 'state': 'DC', 'security_contact_email': 'gsa-vulnerability-reports@gsa.gov'}, {'domain_name': 'IDMANAGEMENT.GOV', 'domain_type': 'Federal - Executive', 'agency': 'General Services Administration', 'organization': 'GSA, IC, OGP Web Portfolio', 'city': 'Washington', 'state': 'DC', 'security_contact_email': 'gsa-vulnerability-reports@gsa.gov'}, {'domain_name': 'PIC.GOV', 'domain_type': 'Federal - Executive', 'agency': 'General Services Administration', 'organization': 'GSA, IC, OGP Web Portfolio', 'city': 'Washington', 'state': 'DC', 'security_contact_email': 'gsa-vulnerability-reports@gsa.gov'}, {'domain_name': 'SECTION508.GOV', 'domain_type': 'Federal - Executive', 'agency': 'General Services Administration', 'organization': 'GSA, IC, OGP Web Portfolio', 'city': 'Washington', 'state': 'DC', 'security_contact_email': 'gsa-vulnerability-reports@gsa.gov'}, {'domain_name': 'SFTOOL.GOV', 'domain_type': 'Federal - Executive', 'agency': 'General Services Administration', 'organization': 'GSA, IC, OGP Web Portfolio', 'city': 'Chicago', 'state': 'IL', 'security_contact_email': 'gsa-vulnerability-reports@gsa.gov'}]}"
"/US FEDERAL GOVERNMENT/[cisagov] General Services Administration/[cisagov] GSA, IC, Acquisition","[cisagov] GSA, IC, Acquisition","{'name': 'GSA, IC, Acquisition', 'records': [{'domain_name': 'ACQUISITION.GOV', 'domain_type': 'Federal - Executive', 'agency': 'General Services Administration', 'organization': 'GSA, IC, Acquisition', 'city': 'Arlington', 'state': 'VA', 'security_contact_email': 'gsa-vulnerability-reports@gsa.gov'}, {'domain_name': 'CAO.GOV', 'domain_type': 'Federal - Executive', 'agency': 'General Services Administration', 'organization': 'GSA, IC, Acquisition', 'city': 'Washington', 'state': 'DC', 'security_contact_email': 'gsa-vulnerability-reports@gsa.gov'}, {'domain_name': 'FBO.GOV', 'domain_type': 'Federal - Executive', 'agency': 'General Services Administration', 'organization': 'GSA, IC, Acquisition', 'city': 'Arlington', 'state': 'VA', 'security_contact_email': 'gsa-vulnerability-reports@gsa.gov'}]}"
"/US FEDERAL GOVERNMENT/[cisagov] General Services Administration/[cisagov] GSA, FAS, Office of Enterprise Strategy Management","[cisagov] GSA, FAS, Office of Enterprise Strategy Management","{'name': 'GSA, FAS, Office of Enterprise Strategy Management', 'records': [{'domain_name': 'ACQUISITIONGATEWAY.GOV', 'domain_type': 'Federal - Executive', 'agency': 'General Services Administration', 'organization': 'GSA, FAS, Office of Enterprise Strategy Management', 'city': 'Washington', 'state': 'DC', 'security_contact_email': 'gsa-vulnerability-reports@gsa.gov'}]}"
"/US FEDERAL GOVERNMENT/[cisagov] General Services Administration/[cisagov] GSA, FAS, Advantage","[cisagov] GSA, FAS, Advantage","{'name': 'GSA, FAS, Advantage', 'records': [{'domain_name': 'AFADVANTAGE.GOV', 'domain_type': 'Federal - Executive', 'agency': 'General Services Administration', 'organization': 'GSA, FAS, Advantage', 'city': 'Washington', 'state': 'DC', 'security_contact_email': 'gsa-vulnerability-reports@gsa.gov'}]}"
"/US FEDERAL GOVERNMENT/[cisagov] General Services Administration/[cisagov] GSA, IC, OGP Web Portolio","[cisagov] GSA, IC, OGP Web Portolio","{'name': 'GSA, IC, OGP Web Portolio', 'records': [{'domain_name': 'BUYACCESSIBLE.GOV', 'domain_type': 'Federal - Executive', 'agency': 'General Services Administration', 'organization': 'GSA, IC, OGP Web Portolio', 'city': 'Washington', 'state': 'DC', 'security_contact_email': 'gsa-vulnerability-reports@gsa.gov'}]}"
"/US FEDERAL GOVERNMENT/[cisagov] General Services Administration/[cisagov] GSA, FAS, Acquisition","[cisagov] GSA, FAS, Acquisition","{'name': 'GSA, FAS, Acquisition', 'records': [{'domain_name': 'BUYAMERICAN.GOV', 'domain_type': 'Federal - Executive', 'agency': 'General Services Administration', 'organization': 'GSA, FAS, Acquisition', 'city': 'Washington', 'state': 'DC', 'security_contact_email': 'gsa-vulnerability-reports@gsa.gov'}]}"
/US FEDERAL GOVERNMENT/[cisagov] General Services Administration/[cisagov] Civilian Board of Contract Appeals,[cisagov] Civilian Board of Contract Appeals,"{'name': 'Civilian Board of Contract Appeals', 'records': [{'domain_name': 'CBCA.GOV', 'domain_type': 'Federal - Executive', 'agency': 'General Services Administration', 'organization': 'Civilian Board of Contract Appeals', 'city': 'Washington', 'state': 'DC', 'security_contact_email': 'gsa-vulnerability-reports@gsa.gov'}]}"
"/US FEDERAL GOVERNMENT/[cisagov] General Services Administration/[cisagov] GSA, CIO.GOV","[cisagov] GSA, CIO.GOV","{'name': 'GSA, CIO.GOV', 'records': [{'domain_name': 'CIO.GOV', 'domain_type': 'Federal - Executive', 'agency': 'General Services Administration', 'organization': 'GSA, CIO.GOV', 'city': 'Washington', 'state': 'DC', 'security_contact_email': 'gsa-vulnerability-reports@gsa.gov'}]}"
"/US FEDERAL GOVERNMENT/[cisagov] General Services Administration/[cisagov] GSA,FAS,Technology Transformation Service","[cisagov] GSA,FAS,Technology Transformation Service","{'name': 'GSA,FAS,Technology Transformation Service', 'records': [{'domain_name': 'CODE.GOV', 'domain_type': 'Federal - Executive', 'agency': 'General Services Administration', 'organization': 'GSA,FAS,Technology Transformation Service', 'city': 'Washington', 'state': 'DC', 'security_contact_email': 'gsa-vulnerability-reports@gsa.gov'}, {'domain_name': 'PERFORMANCE.GOV', 'domain_type': 'Federal - Executive', 'agency': 'General Services Administration', 'organization': 'GSA,FAS,Technology Transformation Service', 'city': 'Washington', 'state': 'DC', 'security_contact_email': 'gsa-vulnerability-reports@gsa.gov'}, {'domain_name': 'PIF.GOV', 'domain_type': 'Federal - Executive', 'agency': 'General Services Administration', 'organization': 'GSA,FAS,Technology Transformation Service', 'city': 'Washington', 'state': 'DC', 'security_contact_email': 'gsa-vulnerability-reports@gsa.gov'}, {'domain_name': 'SBST.GOV', 'domain_type': 'Federal - Executive', 'agency': 'General Services Administration', 'organization': 'GSA,FAS,Technology Transformation Service', 'city': 'Washington', 'state': 'DC', 'security_contact_email': 'gsa-vulnerability-reports@gsa.gov'}, {'domain_name': 'SEARCH.GOV', 'domain_type': 'Federal - Executive', 'agency': 'General Services Administration', 'organization': 'GSA,FAS,Technology Transformation Service', 'city': 'Washington', 'state': 'DC', 'security_contact_email': 'gsa-vulnerability-reports@gsa.gov'}]}"
"/US FEDERAL GOVERNMENT/[cisagov] General Services Administration/[cisagov] GSA, FAS, ClearPath","[cisagov] GSA, FAS, ClearPath","{'name': 'GSA, FAS, ClearPath', 'records': [{'domain_name': 'COMPUTERSFORLEARNING.GOV', 'domain_type': 'Federal - Executive', 'agency': 'General Services Administration', 'organization': 'GSA, FAS, ClearPath', 'city': 'Arlington', 'state': 'VA', 'security_contact_email': 'gsa-vulnerability-reports@gsa.gov'}]}"
"/US FEDERAL GOVERNMENT/[cisagov] General Services Administration/[cisagov] GSA, FAS, FPDS","[cisagov] GSA, FAS, FPDS","{'name': 'GSA, FAS, FPDS', 'records': [{'domain_name': 'CONTRACTDIRECTORY.GOV', 'domain_type': 'Federal - Executive', 'agency': 'General Services Administration', 'organization': 'GSA, FAS, FPDS', 'city': 'Arlington', 'state': 'VA', 'security_contact_email': 'gsa-vulnerability-reports@gsa.gov'}]}"
"/US FEDERAL GOVERNMENT/[cisagov] General Services Administration/[cisagov] GSA, FAS, System for Award Management","[cisagov] GSA, FAS, System for Award Management","{'name': 'GSA, FAS, System for Award Management', 'records': [{'domain_name': 'CPARS.GOV', 'domain_type': 'Federal - Executive', 'agency': 'General Services Administration', 'organization': 'GSA, FAS, System for Award Management', 'city': 'Washington', 'state': 'DC', 'security_contact_email': 'gsa-vulnerability-reports@gsa.gov'}, {'domain_name': 'ESRS.GOV', 'domain_type': 'Federal - Executive', 'agency': 'General Services Administration', 'organization': 'GSA, FAS, System for Award Management', 'city': 'Arlington', 'state': 'VA', 'security_contact_email': 'gsa-vulnerability-reports@gsa.gov'}, {'domain_name': 'SAM.GOV', 'domain_type': 'Federal - Executive', 'agency': 'General Services Administration', 'organization': 'GSA, FAS, System for Award Management', 'city': 'Arlington', 'state': 'VA', 'security_contact_email': 'gsa-vulnerability-reports@gsa.gov'}]}"
