path,name,federalregister_agency_url,federalregister_child_ids,federalregister_child_slugs,federalregister_description,federalregister_id,federalregister_json_url,federalregister_logo_medium_url,federalregister_logo_small_url,federalregister_logo_thumb_url,federalregister_name,federalregister_recent_articles_url,federalregister_short_name,federalregister_slug,federalregister_url
/US FEDERAL GOVERNMENT/[federalregister] National Commission on Intermodal Transportation (318),[federalregister] National Commission on Intermodal Transportation (318),,[],[],"THe National Commission on Intermodal Transportation was created by Sec. 5005 of the Intermodal Surface Transportation Efficiency Act of 1991. 
The Commission was established and charged by Congress to make a complete 
investigation and study of intermodal transportation (specifically, passenger and freight traffic, public and private sectors, and all modes of transportation.) in the United States and internationally. The investigation was to focus on three fundamental tasks: (1) to determine the status of, and problems related to, intermodal transportation today; (2) identify the resources needed to enhance 
intermodal transportation; and (3) make recommendations on how to 
achieve an efficient intermodal transportation system. 

The Commission was terminated after submitting its final report in 1994.

Source: Federal Register Volume 59, Number 58 (Friday, March 25, 1994), FR Doc. 94-7104",318,https://www.federalregister.gov/api/v1/agencies/318,,,,National Commission on Intermodal Transportation,https://www.federalregister.gov/api/v1/documents?conditions%5Bagency_ids%5D%5B%5D=318&order=newest,,national-commission-on-intermodal-transportation,https://www.federalregister.gov/agencies/national-commission-on-intermodal-transportation
/US FEDERAL GOVERNMENT/[federalregister] National Commission on Libraries and Information Science (320),[federalregister] National Commission on Libraries and Information Science (320),,[],[],"The National Commission on Libraries and Information Science was established as an independent commission within the Executive branch by the National Commission on Libraries and Information Science Act (Pub. L. 91-345) on July 20, 1970.

The role of the Commission is to advise the President and Congress on matters relating to library and information policies and plans. It is responsible for developing or recommending overall plans for the provision of library and information services adequate to meet the needs of the people of the United States.
",320,https://www.federalregister.gov/api/v1/agencies/320,,,,National Commission on Libraries and Information Science,https://www.federalregister.gov/api/v1/documents?conditions%5Bagency_ids%5D%5B%5D=320&order=newest,NCLIS,national-commission-on-libraries-and-information-science,https://www.federalregister.gov/agencies/national-commission-on-libraries-and-information-science
/US FEDERAL GOVERNMENT/[federalregister] National Commission on Manufactured Housing (321),[federalregister] National Commission on Manufactured Housing (321),,[],[],"The National Commission on Manufactured Housing was established on November 28, 1990 as an independent commission pursuant to Section 943 of the Cranston-Gonzales National Affordable  Housing Act of 1990 (Pub. L. 101-625). 

The Commission was created to develop recommendations for modernizing the National Manufactured Housing Construction and Safety Standards Act of 1974. It assessed the effectiveness of the Act and developed an action plan containing specific recommendations for legislative and regulatory revision to the present law.

The Commission was terminated upon the submission of its final report.
",321,https://www.federalregister.gov/api/v1/agencies/321,,,,National Commission on Manufactured Housing,https://www.federalregister.gov/api/v1/documents?conditions%5Bagency_ids%5D%5B%5D=321&order=newest,,national-commission-on-manufactured-housing,https://www.federalregister.gov/agencies/national-commission-on-manufactured-housing
"/US FEDERAL GOVERNMENT/[federalregister] National Commission on Military, National, and Public Service (594)","[federalregister] National Commission on Military, National, and Public Service (594)",http://www.inspire2serve.gov/,[],[],"This Commission was created with a broad, aspirational mandate: to develop ideas that will foster a greater ethos of military, national, and public service among Americans of all ages and, in the process, strengthen our democracy. The Commission will also conduct a review of the military selective service process. Over the course of the next two-plus years, we hope to ignite a national conversation around service and inspire more Americans to serve. We intend to listen to the public, learn from those who serve and have yet to serve, and understand what barriers may exist that prevent more Americans from serving. Ultimately, our goal is to transform this conversation into a series of recommendations for the country, the American people, Congress, and the President.",594,https://www.federalregister.gov/api/v1/agencies/594,https://agency-logos.federalregister.gov/594/medium.png?1518634795,https://agency-logos.federalregister.gov/594/small.png?1518634795,https://agency-logos.federalregister.gov/594/thumb.png?1518634795,"National Commission on Military, National, and Public Service",https://www.federalregister.gov/api/v1/documents?conditions%5Bagency_ids%5D%5B%5D=594&order=newest,NCMNPS,national-commission-on-military-national-and-public-service,https://www.federalregister.gov/agencies/national-commission-on-military-national-and-public-service
/US FEDERAL GOVERNMENT/[federalregister] National Commission on Terrorist Attacks Upon the United States (325),[federalregister] National Commission on Terrorist Attacks Upon the United States (325),,[],[],"The National Commission on Terrorist Attacks Upon the United States was established as an independent, bipartisan commission of the legislative branch of the federal government by Title VI of PL 107-306, the Intelligence Authorization Act for Fiscal Year 2003 of November 27, 2002, as amended by PL 108-207 of January 20, 2004

The Commission was created to examine evidence developed by all relevant government agencies regarding the facts and causes of the terrorist attacks of September 11, 2001, occurring at the World Trade Center in New York, in Somerset County, Pennsylvania, and the Pentagon in Virginia. The Commission reviewed the findings and recommendations of the Joint Inquiry of the Select Committee on Intelligence of the Senate, the Permanent Select Committee on Intelligence of the House, and other executive branch, congressional or independent commission investigations regarding the September 11, 2001 attacks.

The Commission was terminated August 24, 2004 after submitting its final report.

Source: The Encyclopedia of Governmental Advisory Organizations (EGAO 6560, p. 981)
",325,https://www.federalregister.gov/api/v1/agencies/325,,,,National Commission on Terrorist Attacks Upon the United States,https://www.federalregister.gov/api/v1/documents?conditions%5Bagency_ids%5D%5B%5D=325&order=newest,9-11 Commission,national-commission-on-terrorist-attacks-upon-the-united-states,https://www.federalregister.gov/agencies/national-commission-on-terrorist-attacks-upon-the-united-states
/US FEDERAL GOVERNMENT/[federalregister] National Commission on the Cost of Higher Education (326),[federalregister] National Commission on the Cost of Higher Education (326),,[],[],"National Commission on the Cost of Higher Education was established as a public advisory commission under the Department of Education by Title IV of the Cost of Higher Education Review (PL 105-18) of June 12, 1997.

The Commission was created to examine the costs of higher education. According to the Final Report issued by the Commission on January 21, 1998, the Commission was created to examine eleven specific factors related to the costs of higher education. These factors included: 
1. The increase in tuition compared with other commodities and services.
2. Innovative methods of reducing or stabilizing tuition.
3. Trends in college and university administrative costs, including administrative staffing, ratio of administrative staff to instructors, ratio of administrative staff to students, remuneration of administrative staff, and remuneration of college and university presidents and chancellors.
4. Trends in faculty workload and remuneration (including the use of adjunct faculty); faculty-to-student ratios; number of hours spent in the classroom by faculty; and tenure practices, and the impact of such trends on tuition.
5. Trends in the construction and renovation of academic and other collegiate facilities, the modernization of facilities to access and utilize new technologies, and the impact of such trends on tuition.
6. The extent to which increases in institutional financial aid and tuition discounting have effected tuition increases, including the demographics of students receiving such aid, the extent to which such aid is provided to students with limited need in order to attract such students to particular institutions or major fields of study, and the extent to which Federal financial aid, including loan aid, has been used to offset such increases.
7. The extent to which Federal, state and local laws, regulations or other mandates contribute to increasing tuition, and recommendations on reducing those mandates.
8. The establishment of a mechanism for a more timely and widespread distribution of data on tuition trends and other costs of operating colleges and universities.
9. The extent to which student financial aid programs have contributed to changes in tuition.
10. Trends in state fiscal policies that have affected college costs.
11. The adequacy of existing Federal and state financial aid programs in meeting the costs of attending colleges and universities.

Following the publication of its final report, the Commission was terminated in September 1999. 

Source: http://www.nyu.edu/classes/jepsen/costreport.html
",326,https://www.federalregister.gov/api/v1/agencies/326,,,,National Commission on the Cost of Higher Education,https://www.federalregister.gov/api/v1/documents?conditions%5Bagency_ids%5D%5B%5D=326&order=newest,,national-commission-on-the-cost-of-higher-education,https://www.federalregister.gov/agencies/national-commission-on-the-cost-of-higher-education
/US FEDERAL GOVERNMENT/[federalregister] National Consumer Cooperative Bank (330),[federalregister] National Consumer Cooperative Bank (330),http://www.nccb.coop,[],[],"The National Consumer Cooperative Bank (NCCB) was created and chartered by the National Consumer Cooperative Bank Act (92 Stat. 499, 12 U.S.C.A. 3001), enacted on August 20, 1978. The bank is directed by the act to encourage the development of new and existing cooperatives. The bank provides specialized credit and technical assistance to eligible cooperatives that provide goods, services, housing, and other facilities to their members as ultimate consumers. The bank is itself structured as a cooperative financial institution. Under its congressional charter, the bank is directed to make loans and offer its services throughout the United States, its territories and possessions, and the Commonwealth of Puerto Rico.

",330,https://www.federalregister.gov/api/v1/agencies/330,https://agency-logos.federalregister.gov/330/medium.png?1314829070,https://agency-logos.federalregister.gov/330/small.png?1314829070,https://agency-logos.federalregister.gov/330/thumb.png?1314829070,National Consumer Cooperative Bank,https://www.federalregister.gov/api/v1/documents?conditions%5Bagency_ids%5D%5B%5D=330&order=newest,NCB,national-consumer-cooperative-bank,https://www.federalregister.gov/agencies/national-consumer-cooperative-bank
/US FEDERAL GOVERNMENT/[federalregister] National Council on Disability (331),[federalregister] National Council on Disability (331),https://ncd.gov/about,[],[],"The National Council on Disability (NCD) was originally established as the National Council on the Handicapped under the Department of Health, Education, and Welfare Rehabilitation by Comprehensive Services and Disability Amendments Act of 1978. The Council later transferred to the Department of Education by the Department of Education Organization Act of 1979, then became an independent agency in 1984 by PL 98-22, the Rehabilitation Act Amendments of 1984 and finally, had its name changed by PL 100-630, the Handicapped Programs technical Amendment Act of 1988 of November 7, 1988.

The Council is an independent federal agency and is composed of nine members -- four appointed by leadership in Congress and five appointed by the President. NCD provides advice to the President, Congress, and executive branch agencies to advance policy that promotes the goals of the Americans with Disabilities Act -- equality of opportunity, economic self-sufficiency, independent living, and full participation in all aspects of society -- regardless of type or severity of disability.",331,https://www.federalregister.gov/api/v1/agencies/331,,,,National Council on Disability,https://www.federalregister.gov/api/v1/documents?conditions%5Bagency_ids%5D%5B%5D=331&order=newest,NCD,national-council-on-disability,https://www.federalregister.gov/agencies/national-council-on-disability
/US FEDERAL GOVERNMENT/[federalregister] National Counterintelligence Center (334),[federalregister] National Counterintelligence Center (334),http://www.nctc.gov,[],[],"The National Counterterrorism Center (NCTC) was established by Presidential Executive Order 13354 in August 2004, and codified by the Intelligence Reform and Terrorism Prevention Act of 2004 (IRTPA). NCTC implements a key recommendation of the 9/11 Commission: “Breaking the older mold of national government organizations, this NCTC should be a center for joint operational planning and joint intelligence, staffed by personnel from the various agencies.”",334,https://www.federalregister.gov/api/v1/agencies/334,https://agency-logos.federalregister.gov/334/medium.png?1314827467,https://agency-logos.federalregister.gov/334/small.png?1314827467,https://agency-logos.federalregister.gov/334/thumb.png?1314827467,National Counterintelligence Center,https://www.federalregister.gov/api/v1/documents?conditions%5Bagency_ids%5D%5B%5D=334&order=newest,NCTC,national-counterintelligence-center,https://www.federalregister.gov/agencies/national-counterintelligence-center
/US FEDERAL GOVERNMENT/[federalregister] National Credit Union Administration (335),[federalregister] National Credit Union Administration (335),https://www.ncua.gov,[],[],"The National Credit Union Administration (NCUA) was established by act of March 10, 1970 (12 U.S.C. 1752), and reorganized by act of November 10, 1978 (12 U.S.C. 226), as an independent agency in the executive branch of the Federal Government. It regulates and insures all Federal credit unions and insures State-chartered credit unions that apply and qualify for share insurance.

The National Credit Union Administration is responsible for chartering, insuring, supervising, and examining Federal credit unions and administering the National Credit Union Share Insurance Fund. The Administration also administers the Community Development Revolving Loan Fund and manages the Central Liquidity Facility, a mixed-ownership Government corporation whose purpose is to supply emergency loans to member credit unions.",335,https://www.federalregister.gov/api/v1/agencies/335,https://agency-logos.federalregister.gov/335/medium.jpg?1513620098,https://agency-logos.federalregister.gov/335/small.jpg?1513620098,https://agency-logos.federalregister.gov/335/thumb.jpg?1513620098,National Credit Union Administration,https://www.federalregister.gov/api/v1/documents?conditions%5Bagency_ids%5D%5B%5D=335&order=newest,NCUA,national-credit-union-administration,https://www.federalregister.gov/agencies/national-credit-union-administration
/US FEDERAL GOVERNMENT/[federalregister] National Crime Prevention and Privacy Compact Council (336),[federalregister] National Crime Prevention and Privacy Compact Council (336),https://www.fbi.gov/services/cjis/compact-council,[],[],"The National Crime Prevention and Privacy Compact Council was established under the National Crime Prevention and Privacy Compact (Compact) Act of 1998. The Compact provides an infrastructure by which States can exchange criminal records for noncriminal justice purposes according to the laws of the requesting State, and provide reciprocity among the States to share records without charging each other for the information. 

The Compact Council acts as a national independent authority that works in partnership with criminal history record custodians, end users, and policy makers to regulate and facilitate the sharing the complete, accurate, and timely criminal history record information to noncriminal justice users in order to enhance public safety, welfare and security of Society while recognizing the importance of individual privacy rights. 

The goal of the Council and the compact is to make available the most complete and up-to date records possible for noncriminal justice purposes.",336,https://www.federalregister.gov/api/v1/agencies/336,,,,National Crime Prevention and Privacy Compact Council,https://www.federalregister.gov/api/v1/documents?conditions%5Bagency_ids%5D%5B%5D=336&order=newest,NCPPCC,national-crime-prevention-and-privacy-compact-council,https://www.federalregister.gov/agencies/national-crime-prevention-and-privacy-compact-council
/US FEDERAL GOVERNMENT/[federalregister] National Economic Council (340),[federalregister] National Economic Council (340),,[],[],"The National Economic Council was established as a Presidential advisory council under the Executive Office of the President by Executive Order 12835 of January 25, 1993.

The National Economic Council (NEC) was established in 1993 to advise the President on U.S. and global economic policy. It resides within the Office of Policy Development and is part of the Executive Office of the President. By Executive Order, the NEC has four principal functions: to coordinate policy-making for domestic and international economic issues, to coordinate economic policy advice for the President, to ensure that policy decisions and programs are consistent with the President's economic goals, and to monitor implementation of the President's economic policy agenda.

The NEC is comprised of numerous department and agency heads within the administration, whose policy jurisdictions impact the nation's economy. The NEC Director works in conjunction with these officials to coordinate and implement the President's economic policy objectives. The Director is supported by a staff of policy specialists in various fields including: agriculture, commerce, energy, financial markets, fiscal policy, healthcare, labor, and Social Security.

Source: http://www.whitehouse.gov/administration/eop/nec/
",340,https://www.federalregister.gov/api/v1/agencies/340,,,,National Economic Council,https://www.federalregister.gov/api/v1/documents?conditions%5Bagency_ids%5D%5B%5D=340&order=newest,NEC,national-economic-council,https://www.federalregister.gov/agencies/national-economic-council
/US FEDERAL GOVERNMENT/[federalregister] National Education Goals Panel (341),[federalregister] National Education Goals Panel (341),,[],[],"The National Education Goals Panel was established as an independent Presidential advisory panel by a Joint Statement between President Bush and the nation’s governors on July 31, 1990 and became a fully independent federal agency in 1994.

The Panel was created to set education goals for the nation by the year 2000. They supported system-wide reform by reporting on national and state progress toward the goals over a 10-year period, working to establish a system of high academic standards and assessments, identifying promising practices for improving education, and building a nationwide, bipartisan consensus to achieve the goals. The Panel responsibilities supported system-wide reform including: the reporting on national

The Panel was terminated in April 2002.

Source: The Encyclopedia of Governmental Advisory Organizations (EGAO 2228, p.320)
",341,https://www.federalregister.gov/api/v1/agencies/341,,,,National Education Goals Panel,https://www.federalregister.gov/api/v1/documents?conditions%5Bagency_ids%5D%5B%5D=341&order=newest,NEGP,national-education-goals-panel,https://www.federalregister.gov/agencies/national-education-goals-panel
/US FEDERAL GOVERNMENT/[federalregister] National Foundation on the Arts and the Humanities (342),[federalregister] National Foundation on the Arts and the Humanities (342),,,,"The purpose of the National Foundation on the Arts and the Humanities is to develop and promote a broadly conceived national policy of support for the humanities and the arts in the United States, and for institutions which preserve the cultural heritage of the United States.
The National Foundation on the Arts and the Humanities was created as an independent agency by the National Foundation on the Arts and the Humanities Act of 1965 (20 U.S.C. 951). The Foundation consists of the National Endowment for the Arts, the National Endowment for the Humanities, the Federal Council on the Arts and the Humanities, and the Institute of Museum and Library Services. ",342,https://www.federalregister.gov/api/v1/agencies/342,https://agency-logos.federalregister.gov/342/medium.png?1279152090,https://agency-logos.federalregister.gov/342/small.png?1279152090,https://agency-logos.federalregister.gov/342/thumb.png?1279152090,National Foundation on the Arts and the Humanities,https://www.federalregister.gov/api/v1/documents?conditions%5Bagency_ids%5D%5B%5D=342&order=newest,ARTS,national-foundation-on-the-arts-and-the-humanities,https://www.federalregister.gov/agencies/national-foundation-on-the-arts-and-the-humanities
/US FEDERAL GOVERNMENT/[federalregister] National Gambling Impact Study Commission (343),[federalregister] National Gambling Impact Study Commission (343),,[],[],"The National Gambling Impact Study Commission was established as an independent public advisory commission under authority of PL 104-169 on August 3, 1996.

The Commission studied the social and economic impacts of gambling in the United States.

The Commission was terminated after submitting its final report in June 1999

Source: The Encyclopedia of Governmental Advisory Organizations (EGAO 2344, p.336)
",343,https://www.federalregister.gov/api/v1/agencies/343,,,,National Gambling Impact Study Commission,https://www.federalregister.gov/api/v1/documents?conditions%5Bagency_ids%5D%5B%5D=343&order=newest,,national-gambling-impact-study-commission,https://www.federalregister.gov/agencies/national-gambling-impact-study-commission
/US FEDERAL GOVERNMENT/[federalregister] National Institute for Literacy (348),[federalregister] National Institute for Literacy (348),,[],[],"Since its creation in 1991, the National Institute for Literacy has served as a catalyst for improving opportunities for adults, youth, and children to thrive in a progressively literate world. At the Institute, literacy is broadly viewed as more than just an individual's ability to read. Literacy is an individual's ability to read, write, speak in English, compute, and solve problems at levels of proficiency necessary to function on the job, in the family, and in society. The Institute, a federal agency, was established by the National Literacy Act and reauthorized in 1998 by the Workforce Investment Act.The mission of the National Institute for Literacy is to develop literacy as a national asset, using knowledge, research, and practice, and working in collaboration with the Secretaries of Education, Labor, and Health and Human Services, and with other partners. The Institute is also authorized under the No Child Left Behind law to help children, youth, and adults learn to read by supporting and disseminating evidence-based reading research. An Advisory Board appointed by the president guides the operations of the Institute. As a national literacy resource, the Institute's program officers contribute to improving literacy across the lifespan. [http://www.nifl.gov/about/aboutus.html]",348,https://www.federalregister.gov/api/v1/agencies/348,,,,National Institute for Literacy,https://www.federalregister.gov/api/v1/documents?conditions%5Bagency_ids%5D%5B%5D=348&order=newest,NIL,national-institute-for-literacy,https://www.federalregister.gov/agencies/national-institute-for-literacy
"/US FEDERAL GOVERNMENT/[federalregister] National Intelligence, Office of the National Director (354)","[federalregister] National Intelligence, Office of the National Director (354)",http://www.dni.gov/who.htm,[],[],"The Director of National Intelligence (DNI) serves as the head of the Intelligence Community (IC), overseeing and directing the implementation of the National Intelligence Program and acting as the principal advisor to the President, the National Security Council, and the Homeland Security Council for intelligence matters related to the national security. Working together with the Principal Deputy DNI (PDDNI) and with the assistance of Mission Managers and four Deputy Directors, the Office of the DNI's goal is to effectively integrate foreign, military and domestic intelligence in defense of the homeland and of United States interests abroad. ",354,https://www.federalregister.gov/api/v1/agencies/354,,,,"National Intelligence, Office of the National Director",https://www.federalregister.gov/api/v1/documents?conditions%5Bagency_ids%5D%5B%5D=354&order=newest,ODNI,national-intelligence-office-of-the-national-director,https://www.federalregister.gov/agencies/national-intelligence-office-of-the-national-director
/US FEDERAL GOVERNMENT/[federalregister] National Labor Relations Board (355),[federalregister] National Labor Relations Board (355),,[],[],The National Labor Relations Board is vested with the power to prevent and remedy unfair labor practices committed by private sector employers and unions and to safeguard employees' rights to organize and determine whether to have unions as their bargaining representative.The National Labor Relations Board (NLRB) is an independent agency created by the National Labor Relations Act of 1935 (Wagner Act; 29 U.S.C. 167). The Board is authorized to designate appropriate units for collective bargaining and to conduct secret ballot elections to determine whether employees desire representation by a labor organization.,355,https://www.federalregister.gov/api/v1/agencies/355,,,,National Labor Relations Board,https://www.federalregister.gov/api/v1/documents?conditions%5Bagency_ids%5D%5B%5D=355&order=newest,NLRB,national-labor-relations-board,https://www.federalregister.gov/agencies/national-labor-relations-board
/US FEDERAL GOVERNMENT/[federalregister] National Mediation Board (357),[federalregister] National Mediation Board (357),,[],[],"The National Mediation Board facilitates harmonious labor-management relations within two of the Nation's key transportation sectors: the railroads and the airlines. The Board handles mediation and employee representation disputes and provides administrative and financial support in adjusting grievances in the railroad industry.The National Mediation Board (NMB) is an independent agency established by the 1934 amendments to the Railway Labor Act of 1926 (45 U.S.C. 151-158, 160-162, 1181-1188). The Board is composed of three members, appointed by the President and confirmed by the Senate. The board designates a Chairman on a yearly basis.The Agency's dispute-resolution processes are designed to resolve disputes over the negotiation of new or revised collective bargaining agreements and the interpretation or application of existing agreements. It also effectuates employee rights of self-organization where a representation dispute exists.",357,https://www.federalregister.gov/api/v1/agencies/357,,,,National Mediation Board,https://www.federalregister.gov/api/v1/documents?conditions%5Bagency_ids%5D%5B%5D=357&order=newest,NMB,national-mediation-board,https://www.federalregister.gov/agencies/national-mediation-board
/US FEDERAL GOVERNMENT/[federalregister] National Nanotechnology Coordination Office (358),[federalregister] National Nanotechnology Coordination Office (358),,[],[],"The National Nanotechnology Coordination Office (NACO) was established in 2001 by a memorandum of understanding among the eight agencies participating in the National Nanotechnology Initiative (NNI) at that time.

The NNCO coordinates the preparation and publication of NNI interagency planning, budget, and assessment documents. The NNCO organizes meetings of the Nanoscale Science, Engineering & Technology Subcommittee and its working groups. It also organizes NNI-sponsored workshops and, as appropriate, prepares and publishes reports of those workshops.The NNCO also maintains www.nano.gov and coordinates development of information on the NNI and its activities for Congress when requested. 
",358,https://www.federalregister.gov/api/v1/agencies/358,,,,National Nanotechnology Coordination Office,https://www.federalregister.gov/api/v1/documents?conditions%5Bagency_ids%5D%5B%5D=358&order=newest,NNCO,national-nanotechnology-coordination-office,https://www.federalregister.gov/agencies/national-nanotechnology-coordination-office
/US FEDERAL GOVERNMENT/[federalregister] National Partnership for Reinventing Government (363),[federalregister] National Partnership for Reinventing Government (363),,[],[],"The National Partnership for Reinventing Government was originally designated the National Performance Review (NPR) as an interagency task force on March 3, 1993. Originally intended as a six-month review of the federal government under the leadership of the Vice President Al Gore, NPR continued over several years and was eventually renamed the National Partnership on Reinventing Government in early 1998.

Under Vice President Gore, the NPR gathered experienced federal workers and organized them into teams to examine federal agencies and issues that cut across agencies, such as personnel, procurement or budget policies. The goal: identify problems and offer solutions and ideas for savings. In addition, the President asked each cabinet secretary to organize a 'Reinvention Team' to work from within each agency and to create 'Reinvention Laboratories' where experiments in new ways of doing business could begin immediately. 

The Vice President and the National Performance Review teams sought input from people all across America. Vice President Gore spoke with workers at every major agency and at federal centers around the country. He visited programs that work and companies that have implemented new practices, dramatically changing their operations and decreasing costs while increasing profits in the process. The Vice President and the National Performance Review teams learned from the state and local leaders who have put many of these ideas into practice and they listened to the very best experts in the country -- from business, government, and the academic academy -- at special conferences in Philadelphia and Nashville. And, they listened to the American people whose letters and phone calls were invaluable. 

The National Performance Review focused on how government should work, not on what it should do. The National Performance Review teams examined every cabinet department and 10 agencies. A 'bottom-up' review of the Department of Defense and the work of the Health Care and Welfare Reform Task Forces at the Department of Health and Human Services both covered areas that the National Health Review did not. 

Source: http://govinfo.library.unt.edu/npr/library/status/ex.sum.html
",363,https://www.federalregister.gov/api/v1/agencies/363,,,,National Partnership for Reinventing Government,https://www.federalregister.gov/api/v1/documents?conditions%5Bagency_ids%5D%5B%5D=363&order=newest,NPR,national-partnership-for-reinventing-government,https://www.federalregister.gov/agencies/national-partnership-for-reinventing-government
/US FEDERAL GOVERNMENT/[federalregister] National Prison Rape Elimination Commission (364),[federalregister] National Prison Rape Elimination Commission (364),,[],[],"The National Prison Rape Elimination Commission (NPREC) was established in 2003 as a bipartisan commission under the authority of the Prison Rape Elimination Act.

The Commission was created to study Federal, State and local government policies and practices related to the prevention, detection, response and monitoring of sexual abuse in correction and detention facilities in the United States. Consistent with the Act, the Commission made recommendations designed to make the prevention of rape a top priority in America’s jails, prisons, lockups, juvenile facilities, and other detention facilities. 

The Commission was terminated on August 22, 2009 after submitting its final report in June 2009.
",364,https://www.federalregister.gov/api/v1/agencies/364,,,,National Prison Rape Elimination Commission,https://www.federalregister.gov/api/v1/documents?conditions%5Bagency_ids%5D%5B%5D=364&order=newest,NPREC,national-prison-rape-elimination-commission,https://www.federalregister.gov/agencies/national-prison-rape-elimination-commission
/US FEDERAL GOVERNMENT/[federalregister] National Railroad Passenger Corporation (365),[federalregister] National Railroad Passenger Corporation (365),,[],[],"The National Railroad Passenger Corporation was established by Congress to meet the Nation's intercity passenger transportation needs.The National Railroad Passenger Corporation (Amtrak) was created by the Rail Passenger Service Act of 1970, as amended (49 U.S.C. 241), and was incorporated under the laws of the District of Columbia to provide a balanced national transportation system by developing, operating, and improving U.S. intercity rail passenger service.Amtrak operates approximately 300 trains per day, serving over 500 stations in 46 States, over a system of 21,800 route miles. Of this route system, Amtrak owns about 530 route miles in the Northeast and several other small track segments elsewhere in the country.Amtrak owns or leases its stations and owns its own repair and maintenance facilities. The Corporation employs a total workforce of approximately 19,000 and provides all reservation, station, and on-board service staffs, as well as train and engine operating crews. Outside the Northeast Corridor, Amtrak contracts with privately or publicly owned railroads for the right to operate over their track. Under contract, these railroads are responsible for the condition of the roadbed and for coordinating the flow of traffic.In fiscal year 2008, Amtrak transported over 28 million people with 78,000 passengers traveling on Amtrak per day. Also, Amtrak runs commuter trains under contract with several commuter agencies.Although Amtrak's basic route system was originally designated by the Secretary of Transportation in 1971, modifications have been made to the Amtrak system and to individual routes that have resulted in more efficient and cost-effective operations. Although capital funding has increased in recent years, operating budget constraints mean that new service will only be added if a State agrees to cover any operating losses.",365,https://www.federalregister.gov/api/v1/agencies/365,,,,National Railroad Passenger Corporation,https://www.federalregister.gov/api/v1/documents?conditions%5Bagency_ids%5D%5B%5D=365&order=newest,AMTRAK,national-railroad-passenger-corporation,https://www.federalregister.gov/agencies/national-railroad-passenger-corporation
/US FEDERAL GOVERNMENT/[federalregister] National Science Foundation (366),[federalregister] National Science Foundation (366),,[],[],"The National Science Foundation promotes the progress of science and engineering through the support of research and education programs. The National Science Foundation (NSF) is an independent agency created by the National Science Foundation Act of 1950, as amended (42 U.S.C. 1861-1875).The purposes of the Foundation are to increase the Nation's base of scientific and engineering knowledge and strengthen its ability to conduct research in all areas of science and engineering; to develop and help implement science and engineering education programs that can better prepare the Nation for meeting the challenges of the future; and to promote international cooperation through science and engineering. In its role as a leading Federal supporter of science and engineering, the agency also has an important role in national policy planning.The Board also has a broad national policy responsibility to monitor and make recommendations to promote the health of U.S. science and engineering research and education.",366,https://www.federalregister.gov/api/v1/agencies/366,,,,National Science Foundation,https://www.federalregister.gov/api/v1/documents?conditions%5Bagency_ids%5D%5B%5D=366&order=newest,NSF,national-science-foundation,https://www.federalregister.gov/agencies/national-science-foundation
/US FEDERAL GOVERNMENT/[federalregister] National Security Commission on Artificial Intelligence (607),[federalregister] National Security Commission on Artificial Intelligence (607),https://www.nscai.gov,[],[],"The National Security Commission on Artificial Intelligence, a temporary, independent Federal entity created by Congress in the National Defense Authorization Act for Fiscal Year 2019 (Pub. L. 115-232). The Commission was created to conduct a review and provide recommendations to the President and Congress related to the use of Artificial Intelligence for national security. ",607,https://www.federalregister.gov/api/v1/agencies/607,,,,National Security Commission on Artificial Intelligence,https://www.federalregister.gov/api/v1/documents?conditions%5Bagency_ids%5D%5B%5D=607&order=newest,NSCAI,national-security-commission-on-artificial-intelligence,https://www.federalregister.gov/agencies/national-security-commission-on-artificial-intelligence
/US FEDERAL GOVERNMENT/[federalregister] National Security Council (368),[federalregister] National Security Council (368),,[],[],"The National Security Council (NSC) is the President's principal forum for considering national security and foreign policy matters with his senior national security advisors and cabinet officials. Since its inception under President Truman, the Council's function has been to advise and assist the President on national security and foreign policies. The Council also serves as the President's principal arm for coordinating these policies among various government agencies.The NSC is chaired by the President. Its regular attendees (both statutory and non-statutory) are the Vice President, the Secretary of State, the Secretary of the Treasury, the Secretary of Defense, and the Assistant to the President for National Security Affairs. The Chairman of the Joint Chiefs of Staff is the statutory military advisor to the Council, and the Director of National Intelligence is the intelligence advisor. The Chief of Staff to the President, Counsel to the President, and the Assistant to the President for Economic Policy are invited to attend any NSC meeting. The Attorney General and the Director of the Office of Management and Budget are invited to attend meetings pertaining to their responsibilities. The heads of other executive departments and agencies, as well as other senior officials, are invited to attend meetings of the NSC when appropriate.The National Security Council was established by the National Security Act of 1947 (PL 235 - 61 Stat. 496; U.S.C. 402), amended by the National Security Act Amendments of 1949 (63 Stat. 579; 50 U.S.C. 401 et seq.). Later in 1949, as part of the Reorganization Plan, the Council was placed in the Executive Office of the President.",368,https://www.federalregister.gov/api/v1/agencies/368,,,,National Security Council,https://www.federalregister.gov/api/v1/documents?conditions%5Bagency_ids%5D%5B%5D=368&order=newest,NSC,national-security-council,https://www.federalregister.gov/agencies/national-security-council
